table,domain,rls_enabled,policy,cmd,roles,permissive,using_expr,with_check_expr,flags,notes,severity
payer_masters,Insurance,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
payment_links,Payments,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
payment_links,Payments,YES,hospital_isolation_payment_links,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
payment_links,Payments,YES,public_read_payment_links,SELECT,{public},PERMISSIVE,((status = 'active'::text) AND (expires_at > now())),,none,,OK
payroll_hooks,Payroll,YES,payroll_hooks_hospital_scoped,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
payroll_items,Payroll,YES,Users can manage own hospital payroll_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
payroll_items,Payroll,YES,Users can view own hospital payroll_items,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
payroll_runs,Payroll,YES,Users can manage own hospital payroll_runs,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
payroll_runs,Payroll,YES,Users can view own hospital payroll_runs,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
payroll_runs,Payroll,YES,payroll_runs_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
payslips,Other,YES,payslips_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
pcpndt_form_f,Other,YES,Users can manage own hospital pcpndt_form_f,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
pcpndt_form_f,Other,YES,Users can view own hospital pcpndt_form_f,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
pcpndt_form_f,Other,YES,no_delete_pcpndt,DELETE,{public},PERMISSIVE,false,,none,,OK
pcpndt_records,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
pcpndt_settings,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
performance_appraisals,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
periodontal_charts,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
periodontal_charts,Other,YES,tenant_isolation_periodontal_charts,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_dispensing,Pharmacy,YES,Hospital isolation for pharmacy_dispensing,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_dispensing,Pharmacy,YES,Users can manage own hospital pharmacy_dispensing,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_dispensing,Pharmacy,YES,Users can view own hospital pharmacy_dispensing,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_dispensing,Pharmacy,YES,aumrti_admin_read_all_pharmacy_dispensing,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_dispensing_items,Pharmacy,YES,Hospital isolation for pharmacy_dispensing_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_dispensing_items,Pharmacy,YES,Users can manage own hospital pharmacy_dispensing_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_dispensing_items,Pharmacy,YES,Users can view own hospital pharmacy_dispensing_items,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
pharmacy_return_audit,Audit/Compliance,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
pharmacy_stock_alerts,Pharmacy,YES,Users can manage own hospital pharmacy_stock_alerts,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_stock_alerts,Pharmacy,YES,Users can view own hospital pharmacy_stock_alerts,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_stock_alerts,Pharmacy,YES,pharmacy_stock_alerts_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_stock_alerts,Pharmacy,YES,pharmacy_stock_alerts_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
pharmacy_supplier_returns,Pharmacy,YES,hospital staff insert own supplier returns,INSERT,{public},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
pharmacy_supplier_returns,Pharmacy,YES,hospital staff read own supplier returns,SELECT,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
pharmacy_supplier_returns,Pharmacy,YES,hospital staff update own supplier returns,UPDATE,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,UPDATE no WITH CHECK (PG reuses USING - OK),,OK
pharmacy_waste_disposal,Pharmacy,YES,hospital staff insert own waste disposal records,INSERT,{public},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
pharmacy_waste_disposal,Pharmacy,YES,hospital staff read own waste disposal records,SELECT,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
phi_access_audit,Audit/Compliance,YES,phi_access_audit_admin_read,SELECT,{authenticated},PERMISSIVE,"(EXISTS ( SELECT 1 FROM users u WHERE ((u.auth_user_id = auth.uid()) AND (u.hospital_id = phi_access_audit.hospital_id) AND (u.role = ANY (ARRAY['hospital_admin'::text, 'super_admin'::text])))))",,INITPLAN auth.*() per-row,,LOW
phi_access_audit,Audit/Compliance,YES,phi_access_audit_deny_auth_insert,INSERT,"{anon,authenticated}",PERMISSIVE,,false,ANON-REACHABLE,,HIGH
phi_access_audit,Audit/Compliance,YES,phi_access_audit_deny_delete,DELETE,"{anon,authenticated}",PERMISSIVE,false,,ANON-REACHABLE,,HIGH
phi_access_audit,Audit/Compliance,YES,phi_access_audit_deny_update,UPDATE,"{anon,authenticated}",PERMISSIVE,false,,ANON-REACHABLE; UPDATE no WITH CHECK (PG reuses USING - OK),,HIGH
phi_backfill_log,Audit/Compliance,YES,phi_backfill_log_hospital_admin_read,SELECT,{authenticated},PERMISSIVE,"(EXISTS ( SELECT 1 FROM users u WHERE ((u.auth_user_id = auth.uid()) AND (u.hospital_id = phi_backfill_log.hospital_id) AND (u.role = ANY (ARRAY['hospital_admin'::text, 'super_admin'::text])))))",,INITPLAN auth.*() per-row,,LOW
phi_backfill_log,Audit/Compliance,YES,phi_backfill_log_service_write,INSERT,"{anon,authenticated}",PERMISSIVE,,false,ANON-REACHABLE,,HIGH
phi_encryption_keys,Audit/Compliance,YES,phi_encryption_keys_block_auth_users,ALL,"{anon,authenticated}",PERMISSIVE,false,false,ANON-REACHABLE,,HIGH
physio_equipment_bookings,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
physio_referrals,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
physio_sessions,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
plan_features,Platform,YES,plan_features_anon_read,SELECT,{anon},PERMISSIVE,true,,OPEN-READ USING(true); ANON-REACHABLE,,CRITICAL
plan_features,Platform,YES,plan_features_aumrti_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
plan_features,Platform,YES,plan_features_public_read,SELECT,{authenticated},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
platform_ai_keys,AI,YES,platform_ai_keys_admin_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_ai_keys,AI,YES,platform_ai_keys_voice_engine_read,SELECT,{authenticated},PERMISSIVE,(service_key = 'voice_asr_engine'::text),,none,,OK
platform_ai_provider_config,AI,YES,platform_ai_provider_config_admin_all,ALL,{public},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_ai_provider_config,AI,YES,platform_ai_provider_config_delete,DELETE,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
platform_ai_provider_config,AI,YES,platform_ai_provider_config_insert,INSERT,{authenticated},PERMISSIVE,,is_aumrti_admin(),none,,OK
platform_ai_provider_config,AI,YES,platform_ai_provider_config_read,SELECT,{authenticated},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
platform_ai_provider_config,AI,YES,platform_ai_provider_config_update,UPDATE,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_billing_settings,Platform,YES,admin_manage_billing_settings,ALL,{public},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_billing_settings,Platform,YES,service_role_billing_settings_all,ALL,{service_role},PERMISSIVE,true,true,none,,OK
platform_feature_flag_overrides,Platform,YES,platform_feature_flag_overrides_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_feature_flag_overrides,Platform,YES,platform_feature_flag_overrides_read,SELECT,{authenticated},PERMISSIVE,((hospital_id = get_user_hospital_id()) OR is_aumrti_admin()),,none,,OK
platform_feature_flags,Platform,YES,platform_feature_flags_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_feature_flags,Platform,YES,platform_feature_flags_read_all,SELECT,{authenticated},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
platform_incident_updates,Platform,YES,platform_incident_updates_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_incident_updates,Platform,YES,platform_incident_updates_public_read,SELECT,{public},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
platform_incidents,Platform,YES,platform_incidents_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_incidents,Platform,YES,platform_incidents_public_read,SELECT,{public},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
platform_metrics_registry,Platform,YES,platform_metrics_registry_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_metrics_registry,Platform,YES,platform_metrics_registry_read_all,SELECT,{authenticated},PERMISSIVE,(is_active = true),,none,,OK
platform_onboarding_tours,Platform,YES,platform_onboarding_tours_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_onboarding_tours,Platform,YES,platform_onboarding_tours_read_all,SELECT,{authenticated},PERMISSIVE,(is_active = true),,none,,OK
platform_settings,Platform,YES,platform_settings_admin_all,ALL,{public},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_support_tickets,Platform,YES,platform_support_tickets_own_hospital,ALL,{authenticated},PERMISSIVE,((hospital_id = get_user_hospital_id()) OR is_aumrti_admin()),((hospital_id = get_user_hospital_id()) OR is_aumrti_admin()),none,,OK
platform_training_videos,Platform,YES,platform_training_videos_admin_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
platform_training_videos,Platform,YES,platform_training_videos_read_all,SELECT,{authenticated},PERMISSIVE,(is_active = true),,none,,OK
pm_schedules,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT get_user_hospital_id() AS get_user_hospital_id)),,none,,OK
pmjay_claims,PM-JAY,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
pmjay_package_master,PM-JAY,YES,pmjay_packages_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
pmjay_packages,PM-JAY,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
pmjay_packages,PM-JAY,YES,pmjay_packages_select_system,SELECT,{authenticated},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1))),,INITPLAN auth.*() per-row,,LOW
pmjay_packages,PM-JAY,YES,tenant_isolation_pmjay_packages,ALL,{authenticated},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid())))),((hospital_id IS NULL) OR (hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid())))),INITPLAN auth.*() per-row,,LOW
pmjay_preauth_requests,PM-JAY,YES,tenant_isolation_pmjay_preauth,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
po_approval_rules,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
po_items,Other,YES,Users can manage own hospital po_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
po_items,Other,YES,Users can view own hospital po_items,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
po_items,Other,YES,po_items_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
po_items,Other,YES,po_items_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
portal_chat_messages,Patient,YES,patient_own_chat_messages,ALL,{public},PERMISSIVE,(patient_id IN ( SELECT patients.id FROM patients WHERE (patients.id = portal_chat_messages.patient_id) LIMIT 1)),,none,,OK
prakriti_assessments,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
pre_auth_requests,Insurance,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
prescriptions,Pharmacy,YES,Users can manage own hospital prescriptions,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
prescriptions,Pharmacy,YES,Users can view own hospital prescriptions,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
preventive_screenings,Other,YES,preventive_screenings_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
procurement_recommendations,Procurement,YES,Isolation policy for procurement_recommendations,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
procurement_recommendations,Procurement,YES,procurement_recommendations_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
procurement_recommendations,Procurement,YES,procurement_recommendations_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
product_analytics_events,Other,YES,product_analytics_events_admin_read,SELECT,{authenticated},PERMISSIVE,(is_aumrti_admin() OR (hospital_id = get_user_hospital_id())),,none,,OK
product_analytics_events,Other,YES,product_analytics_events_insert_own_hospital,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
product_modes,Other,YES,product_modes_hospital_policy,ALL,{authenticated},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
prom_prem_surveys,Patient,YES,prom_prem_surveys_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
prom_prem_surveys,Patient,YES,prom_prem_surveys_public_response_select,SELECT,{anon},PERMISSIVE,(response_token IS NOT NULL),,ANON-REACHABLE,,HIGH
prom_prem_surveys,Patient,YES,prom_prem_surveys_public_response_update,UPDATE,{anon},PERMISSIVE,((response_token IS NOT NULL) AND (status = 'sent'::text)),(response_token IS NOT NULL),ANON-REACHABLE,,HIGH
prompt_registry,AI,YES,Admins can manage prompts,ALL,{authenticated},PERMISSIVE,"(is_aumrti_admin() OR (EXISTS ( SELECT 1 FROM users WHERE ((users.auth_user_id = auth.uid()) AND (users.role = ANY (ARRAY['super_admin'::text, 'hospital_admin'::text]))))))","(is_aumrti_admin() OR (EXISTS ( SELECT 1 FROM users WHERE ((users.auth_user_id = auth.uid()) AND (users.role = ANY (ARRAY['super_admin'::text, 'hospital_admin'::text]))))))",INITPLAN auth.*() per-row,,LOW
prompt_registry,AI,YES,Authenticated users can read active prompts,SELECT,{authenticated},PERMISSIVE,(is_active = true),,none,,OK
psychometric_assessments,Other,YES,psychometric_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
psychometric_assessments,Other,YES,psychometric_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
purchase_orders,Procurement,YES,Hospital isolation for purchase_orders,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
purchase_orders,Procurement,YES,Users can manage own hospital purchase_orders,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
purchase_orders,Procurement,YES,Users can view own hospital purchase_orders,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
purchase_requisitions,Procurement,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
push_notifications,Notifications,YES,aumrti_admin_read_all_push_notifications,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
push_notifications,Notifications,YES,push_notifications_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
qi_cycles,Other,YES,hospital_isolation_qi_cycles,ALL,{public},PERMISSIVE,(qi_project_id IN ( SELECT qi_projects.id FROM qi_projects WHERE (qi_projects.hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))))),(qi_project_id IN ( SELECT qi_projects.id FROM qi_projects WHERE (qi_projects.hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))))),INITPLAN auth.*() per-row,,LOW
qi_projects,Other,YES,hospital_isolation_qi_projects,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
quality_indicator_definitions,Quality/NABH,YES,Aumrti admins manage indicator definitions,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
quality_indicator_definitions,Quality/NABH,YES,Authenticated can read indicator definitions,SELECT,{authenticated},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
quality_indicator_overrides,Quality/NABH,YES,Users manage own hospital indicator overrides,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
quality_indicator_overrides,Quality/NABH,YES,Users view own hospital indicator overrides,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
quality_indicators,Quality/NABH,YES,Users can manage own hospital quality_indicators,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
quality_indicators,Quality/NABH,YES,Users can view own hospital quality_indicators,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
queue_state,OPD,YES,Anyone can read queue_state,SELECT,{public},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
queue_state,OPD,YES,Hospital staff manage queue_state,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
quotation_items,Other,YES,quotation_items_isolation,ALL,{public},PERMISSIVE,(EXISTS ( SELECT 1 FROM vendor_quotations q WHERE ((q.id = quotation_items.quotation_id) AND (q.hospital_id = get_user_hospital_id())))),(EXISTS ( SELECT 1 FROM vendor_quotations q WHERE ((q.id = quotation_items.quotation_id) AND (q.hospital_id = get_user_hospital_id())))),none,,OK
radiology_modalities,Radiology,YES,Users can manage own hospital radiology_modalities,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
radiology_modalities,Radiology,YES,Users can view own hospital radiology_modalities,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
radiology_orders,Radiology,YES,aumrti_admin_read_all_radiology_orders,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
radiology_orders,Radiology,YES,radiology_orders_insert,INSERT,{authenticated},PERMISSIVE,,((hospital_id = get_user_hospital_id()) AND (ordered_by = ( SELECT users.id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1))),INITPLAN auth.*() per-row,,LOW
radiology_orders,Radiology,YES,radiology_orders_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
radiology_orders,Radiology,YES,radiology_orders_update,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
radiology_reports,Radiology,YES,Users can manage own hospital radiology_reports,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
radiology_reports,Radiology,YES,Users can view own hospital radiology_reports,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
radiology_study_master,Radiology,YES,Users can manage own hospital radiology_study_master,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
razorpay_plan_registry,Payments,YES,admin_read_plan_registry,SELECT,{public},PERMISSIVE,is_aumrti_admin(),,none,,OK
razorpay_plan_registry,Payments,YES,service_role_plan_registry_all,ALL,{service_role},PERMISSIVE,true,true,none,,OK
razorpay_webhook_log,Payments,YES,(none),,,,,,"RLS enabled, ZERO policies",service_role/postgres only (both BYPASSRLS),INFO
reconciliation_discrepancies,Other,YES,discrepancies_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
record_access_logs,Other,YES,hospital_isolation_record_access_logs,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
record_requests,Other,YES,hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
record_retention_policies,Other,YES,hospital_isolation_retention_policies,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
referral_codes,Platform,YES,referral_codes_aumrti_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
referral_codes,Platform,YES,referral_codes_own_read,SELECT,{authenticated},PERMISSIVE,((owner_type = 'hospital'::text) AND (hospital_id = get_user_hospital_id())),,none,,OK
referral_doctors,Platform,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
referral_partners,Platform,YES,referral_partners_aumrti_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
referral_redemptions,Platform,YES,referral_redemptions_aumrti_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
referral_redemptions,Platform,YES,referral_redemptions_own_read,SELECT,{authenticated},PERMISSIVE,(EXISTS ( SELECT 1 FROM referral_codes rc WHERE ((rc.id = referral_redemptions.code_id) AND (rc.owner_type = 'hospital'::text) AND (rc.hospital_id = get_user_hospital_id())))),,none,,OK
refund_payables,Billing,YES,refund_payables_insert,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
refund_payables,Billing,YES,refund_payables_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
refund_payables,Billing,YES,refund_payables_update,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
report_schedules,Reporting,YES,Hospital isolation report_schedules,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
