table,domain,index,columns,kind,size_bytes,scans,flags
service_master,Billing,idx_service_master_doctor_unique,hospital_id doctor_id item_type,UNIQUE,16384,1246,"DUPLICATE column set: idx_service_master_doctor, idx_service_master_doctor_unique"
service_master,Billing,idx_service_master_source_unique,hospital_id source_table source_id,UNIQUE,65536,618,none
service_master,Billing,service_master_pkey,id,PK,40960,263,none
service_rates,Billing,idx_service_rates_hospital_active,hospital_id is_active,INDEX,16384,106,none
service_rates,Billing,idx_service_rates_lookup,hospital_id item_code,INDEX,16384,123,"DUPLICATE column set: idx_service_rates_lookup, service_rates_hospital_code_unique"
service_rates,Billing,idx_service_rates_payer_type,payer_type,INDEX,16384,0,ZERO scans since stats reset
service_rates,Billing,service_rates_hospital_code_unique,hospital_id item_code,UNIQUE,16384,57,"DUPLICATE column set: idx_service_rates_lookup, service_rates_hospital_code_unique"
service_rates,Billing,service_rates_pkey,id,PK,16384,0,none
set_issues,Other,set_issues_pkey,id,PK,8192,0,none
settlement_reconciliation_flags,Payments,idx_settlement_flags_invoice_open,invoice_id,UNIQUE,8192,0,none
settlement_reconciliation_flags,Payments,idx_settlement_flags_unresolved,flagged_at,INDEX,8192,1,none
settlement_reconciliation_flags,Payments,settlement_reconciliation_flags_pkey,id,PK,8192,0,none
shift_master,HR,shift_master_pkey,id,PK,16384,9,none
shift_swap_requests,HR,shift_swap_hospital_idx,hospital_id status,INDEX,16384,196,none
shift_swap_requests,HR,shift_swap_requests_pkey,id,PK,16384,0,none
signup_otp_verifications,Platform,idx_signup_otp_expires,expires_at,INDEX,8192,0,ZERO scans since stats reset
signup_otp_verifications,Platform,idx_signup_otp_phone,phone created_at,INDEX,8192,0,ZERO scans since stats reset
signup_otp_verifications,Platform,idx_signup_otp_token,verification_token,INDEX,8192,0,ZERO scans since stats reset
signup_otp_verifications,Platform,signup_otp_verifications_pkey,id,PK,8192,0,none
sms_notifications,Notifications,idx_sms_notifications_hospital,hospital_id created_at,INDEX,8192,109,none
sms_notifications,Notifications,sms_notifications_pkey,id,PK,8192,0,none
staff_attendance,HR,idx_staff_attendance_user_date,user_id attendance_date,INDEX,16384,105,"DUPLICATE column set: staff_attendance_user_id_attendance_date_key, idx_staff_attendance_user_date"
staff_attendance,HR,staff_attendance_hospital_user_date_unique,hospital_id user_id attendance_date,UNIQUE,16384,3723,none
staff_attendance,HR,staff_attendance_pkey,id,PK,16384,0,none
staff_attendance,HR,staff_attendance_user_id_attendance_date_key,user_id attendance_date,UNIQUE,16384,0,"DUPLICATE column set: staff_attendance_user_id_attendance_date_key, idx_staff_attendance_user_date"
staff_burnout_scores,HR,staff_burnout_scores_hospital_date,hospital_id score_date,INDEX,16384,101,none
staff_burnout_scores,HR,staff_burnout_scores_hospital_id_user_id_score_date_key,hospital_id user_id score_date,UNIQUE,16384,1,none
staff_burnout_scores,HR,staff_burnout_scores_pkey,id,PK,16384,0,none
staff_credentials,HR,idx_staff_credentials_hospital,hospital_id expiry_date,INDEX,8192,10263,none
staff_credentials,HR,idx_staff_credentials_user,user_id expiry_date,INDEX,8192,1,none
staff_credentials,HR,staff_credentials_pkey,id,PK,8192,0,none
staff_documents,HR,staff_documents_hospital_idx,hospital_id,INDEX,8192,7400,none
staff_documents,HR,staff_documents_pkey,id,PK,8192,0,none
staff_documents,HR,staff_documents_user_idx,user_id,INDEX,8192,1,none
staff_exits,HR,staff_exits_pkey,id,PK,8192,0,none
staff_exits,HR,staff_exits_user_idx,user_id,INDEX,8192,1,none
staff_grievances,HR,staff_grievances_hospital_idx,hospital_id,INDEX,8192,99,none
staff_grievances,HR,staff_grievances_pkey,id,PK,8192,0,none
staff_injuries,HR,idx_staff_injuries_hospital,hospital_id incident_date,INDEX,8192,234,none
staff_injuries,HR,staff_injuries_pkey,id,PK,8192,0,none
staff_privileges,HR,idx_staff_privileges_hospital,hospital_id review_due_date,INDEX,8192,205,none
staff_privileges,HR,idx_staff_privileges_user,user_id active,INDEX,8192,2,none
staff_privileges,HR,staff_privileges_pkey,id,PK,8192,0,none
staff_profiles,HR,staff_profiles_pkey,id,PK,16384,0,none
staff_profiles,HR,staff_profiles_user_id_key,user_id,UNIQUE,16384,15,none
staff_salary_assignments,HR,ssa_hospital_idx,hospital_id,INDEX,8192,103,none
staff_salary_assignments,HR,ssa_staff_idx,staff_id,INDEX,8192,1,none
staff_salary_assignments,HR,staff_salary_assignments_pkey,id,PK,8192,0,none
staff_salary_assignments,HR,staff_salary_assignments_staff_id_effective_from_key,staff_id effective_from,UNIQUE,8192,11,none
staff_training_records,HR,idx_training_records_hospital,hospital_id training_type,INDEX,16384,455,none
staff_training_records,HR,idx_training_records_user,user_id end_date,INDEX,16384,1,none
staff_training_records,HR,staff_training_records_pkey,id,PK,16384,0,none
staffing_alerts,HR,staffing_alerts_hospital_id_created_at_idx,hospital_id created_at,INDEX,8192,105,none
staffing_alerts,HR,staffing_alerts_pkey,id,PK,8192,0,none
sterilization_cycles,Infection Control,sterilization_cycles_hospital_cycle_number_key,hospital_id cycle_number,UNIQUE,8192,289,none
sterilization_cycles,Infection Control,sterilization_cycles_pkey,id,PK,8192,0,none
stimulation_monitoring,Other,idx_stimulation_cycle,cycle_id,INDEX,8192,1,none
stimulation_monitoring,Other,stimulation_monitoring_pkey,id,PK,8192,0,none
stock_count_items,Inventory,idx_stock_count_items_count,count_id,INDEX,8192,0,ZERO scans since stats reset
stock_count_items,Inventory,stock_count_items_pkey,id,PK,8192,0,none
stock_counts,Inventory,idx_stock_counts_hospital,hospital_id status,INDEX,8192,99,none
stock_counts,Inventory,stock_counts_pkey,id,PK,8192,0,none
stock_reorder_triggers,Inventory,idx_reorder_triggers_hospital,hospital_id status created_at,INDEX,8192,109,none
stock_reorder_triggers,Inventory,stock_reorder_triggers_pkey,id,PK,8192,0,none
stock_transactions,Inventory,stock_transactions_pkey,id,PK,8192,0,none
store_indent_items,Inventory,idx_store_indent_items_indent,indent_id,INDEX,8192,0,ZERO scans since stats reset
store_indent_items,Inventory,idx_store_indent_items_item,item_id,INDEX,8192,0,ZERO scans since stats reset
store_indent_items,Inventory,store_indent_items_pkey,id,PK,8192,0,none
store_indents,Inventory,idx_store_indents_from_store,from_store_id,INDEX,8192,4,none
store_indents,Inventory,idx_store_indents_hospital,hospital_id,INDEX,8192,107,none
store_indents,Inventory,idx_store_indents_status,status,INDEX,8192,0,ZERO scans since stats reset
store_indents,Inventory,idx_store_indents_to_store,to_store_id,INDEX,8192,4,none
store_indents,Inventory,store_indents_pkey,id,PK,8192,0,none
store_locations,Inventory,idx_store_locations_hospital,hospital_id,INDEX,16384,205,none
store_locations,Inventory,store_locations_pkey,id,PK,16384,28,none
store_stock,Inventory,idx_store_stock_hospital,hospital_id,INDEX,8192,99,none
store_stock,Inventory,idx_store_stock_item,item_id,INDEX,8192,0,ZERO scans since stats reset
store_stock,Inventory,idx_store_stock_store,store_id,INDEX,8192,4,none
store_stock,Inventory,store_stock_pkey,id,PK,8192,0,none
store_stock,Inventory,store_stock_store_id_item_id_batch_number_key,store_id item_id batch_number,UNIQUE,8192,0,none
store_stock_movements,Inventory,idx_store_movements_hospital,hospital_id,INDEX,8192,107,none
store_stock_movements,Inventory,idx_store_movements_item,item_id,INDEX,8192,0,ZERO scans since stats reset
store_stock_movements,Inventory,idx_store_movements_moved_at,moved_at,INDEX,8192,0,ZERO scans since stats reset
store_stock_movements,Inventory,idx_store_movements_store,store_id,INDEX,8192,4,none
store_stock_movements,Inventory,store_stock_movements_pkey,id,PK,8192,0,none
subscription_events,Platform,idx_sub_events_created,created_at,INDEX,16384,0,ZERO scans since stats reset
subscription_events,Platform,idx_sub_events_hospital,hospital_id,INDEX,16384,101,none
subscription_events,Platform,subscription_events_pkey,id,PK,16384,0,none
subscription_invoices,Platform,idx_sub_invoices_created,created_at,INDEX,16384,1,"DUPLICATE column set: idx_sub_invoices_created, idx_sub_invoices_paid"
subscription_invoices,Platform,idx_sub_invoices_hospital,hospital_id,INDEX,16384,0,ZERO scans since stats reset
subscription_invoices,Platform,idx_sub_invoices_hospital_created,hospital_id created_at,INDEX,16384,316,none
subscription_invoices,Platform,idx_sub_invoices_paid,created_at,INDEX,8192,0,"ZERO scans since stats reset; DUPLICATE column set: idx_sub_invoices_created, idx_sub_invoices_paid"
subscription_invoices,Platform,idx_sub_invoices_rzp_payment,razorpay_payment_id,INDEX,8192,0,ZERO scans since stats reset
subscription_invoices,Platform,subscription_invoices_invoice_number_key,invoice_number,UNIQUE,16384,0,none
subscription_invoices,Platform,subscription_invoices_pkey,id,PK,16384,0,none
subscription_plans,Platform,subscription_plans_pkey,id,PK,16384,12867,none
subscription_plans,Platform,subscription_plans_slug_key,slug,UNIQUE,16384,3,none
system_config,Other,system_config_hospital_id_key_key,hospital_id key,UNIQUE,16384,161,none
system_config,Other,system_config_pkey,id,PK,16384,0,none
tally_export_log,Other,idx_tally_export_log_hospital,hospital_id exported_at,INDEX,8192,109,none
tally_export_log,Other,tally_export_log_pkey,id,PK,8192,0,none
tally_ledger_mapping,Other,idx_tally_ledger_mapping_hospital,hospital_id,INDEX,8192,467,none
tally_ledger_mapping,Other,tally_ledger_mapping_pkey,id,PK,8192,0,none
tally_ledger_mapping,Other,uq_tally_hospital_head,hospital_id aumrti_revenue_head,UNIQUE,8192,0,none
tds_annual_summary,Payroll,tds_annual_summary_hospital_id_staff_id_financial_year_key,hospital_id staff_id financial_year,UNIQUE,8192,102,none
tds_annual_summary,Payroll,tds_annual_summary_pkey,id,PK,8192,0,none
tds_sections,Payroll,tds_sections_hospital_id_section_key,hospital_id section,UNIQUE,16384,99,none
tds_sections,Payroll,tds_sections_pkey,id,PK,16384,0,none
teleconsult_sessions,Telemedicine,idx_teleconsult_sessions_opd_token,opd_token_id,INDEX,16384,750,none
teleconsult_sessions,Telemedicine,teleconsult_sessions_pkey,id,PK,16384,0,none
teleconsult_sessions,Telemedicine,teleconsult_sessions_room_id_key,room_id,UNIQUE,16384,0,none
therapy_plans,Other,idx_therapy_plans_patient,patient_id status,INDEX,8192,0,ZERO scans since stats reset
therapy_plans,Other,therapy_plans_pkey,id,PK,8192,0,none
therapy_sessions,Other,idx_therapy_sessions_plan,plan_id session_date,INDEX,8192,0,ZERO scans since stats reset
therapy_sessions,Other,therapy_sessions_pkey,id,PK,8192,0,none
toxicity_events,Other,toxicity_events_pkey,id,PK,8192,0,none
tpa_config,TPA,tpa_config_hospital_id_tpa_code_key,hospital_id tpa_code,UNIQUE,16384,106,none
tpa_config,TPA,tpa_config_pkey,id,PK,16384,0,none
tpa_dispute_communications,TPA,tpa_dispute_communications_pkey,id,PK,8192,0,none
tpa_disputes,TPA,tpa_disputes_claim_idx,claim_id,INDEX,8192,0,ZERO scans since stats reset
tpa_disputes,TPA,tpa_disputes_hospital_idx,hospital_id,INDEX,8192,101,none
tpa_disputes,TPA,tpa_disputes_pkey,id,PK,8192,0,none
tpa_disputes,TPA,tpa_disputes_status_idx,status,INDEX,8192,0,ZERO scans since stats reset
tpa_queries,TPA,idx_tpa_queries_claim,claim_id,INDEX,8192,0,"ZERO scans since stats reset; DUPLICATE column set: idx_tpa_queries_claim, idx_tpaq_claim_id"
tpa_queries,TPA,idx_tpa_queries_hospital,hospital_id status raised_at,INDEX,8192,0,ZERO scans since stats reset
tpa_queries,TPA,idx_tpaq_claim_id,claim_id,INDEX,8192,0,"ZERO scans since stats reset; DUPLICATE column set: idx_tpa_queries_claim, idx_tpaq_claim_id"
tpa_queries,TPA,idx_tpaq_created_at,created_at,INDEX,8192,0,ZERO scans since stats reset
tpa_queries,TPA,idx_tpaq_hospital_id,hospital_id,INDEX,8192,0,ZERO scans since stats reset
tpa_queries,TPA,idx_tpaq_response_deadline,response_deadline,INDEX,8192,0,ZERO scans since stats reset
tpa_queries,TPA,idx_tpaq_status,hospital_id status,INDEX,8192,124,none
tpa_queries,TPA,tpa_queries_pkey,id,PK,8192,0,none
transfusion_reactions,Blood Bank,transfusion_reactions_pkey,id,PK,8192,0,none
translate_pricing,Other,translate_pricing_pkey,id,PK,16384,0,none
translate_pricing,Other,translate_pricing_provider_key,provider,UNIQUE,16384,4,none
tv_display_settings,Other,tv_display_settings_hospital_id_key,hospital_id,UNIQUE,16384,185,none
tv_display_settings,Other,tv_display_settings_pkey,id,PK,16384,2,none
user_permission_overrides,Identity,idx_user_permission_overrides_hospital,hospital_id,INDEX,8192,98,none
user_permission_overrides,Identity,user_permission_overrides_pkey,id,PK,8192,0,none
user_permission_overrides,Identity,user_permission_overrides_user_id_key,user_id,UNIQUE,8192,28677,none
user_tour_progress,Identity,user_tour_progress_pkey,id,PK,16384,0,none
user_tour_progress,Identity,user_tour_progress_user_id_tour_key_key,user_id tour_key,UNIQUE,16384,552,none
user_trusted_devices,Identity,idx_trusted_devices_user,user_id expires_at,INDEX,8192,349,none
user_trusted_devices,Identity,user_trusted_devices_pkey,id,PK,8192,0,none
user_trusted_devices,Identity,user_trusted_devices_user_id_fingerprint_hash_key,user_id fingerprint_hash,UNIQUE,8192,0,none
users,Identity,idx_users_auth_user_id,auth_user_id,INDEX,16384,62966,"DUPLICATE column set: idx_users_auth_user_id, users_auth_user_id_unique"
users,Identity,users_auth_user_id_unique,auth_user_id,UNIQUE,16384,22982,"DUPLICATE column set: idx_users_auth_user_id, users_auth_user_id_unique"
users,Identity,users_pkey,id,PK,16384,13590,none
vaccination_due,Vaccination,idx_vaccination_due_date,due_date status,INDEX,8192,4,none
vaccination_due,Vaccination,idx_vaccination_due_patient,patient_id status,INDEX,8192,67,none
vaccination_due,Vaccination,vaccination_due_pkey,id,PK,8192,0,none
vaccination_records,Vaccination,idx_vaccination_records_hospital,hospital_id,INDEX,8192,109,none
vaccination_records,Vaccination,idx_vaccination_records_patient,patient_id,INDEX,8192,67,none
vaccination_records,Vaccination,vaccination_records_pkey,id,PK,8192,0,none
vaccine_camps,Vaccination,vaccine_camps_pkey,id,PK,8192,0,none
vaccine_master,Vaccination,uq_vaccine_master_code,hospital_id vaccine_code,UNIQUE,16384,0,"DUPLICATE column set: vaccine_master_hospital_id_vaccine_code_key, uq_vaccine_master_code"
vaccine_master,Vaccination,vaccine_master_hospital_id_vaccine_code_key,hospital_id vaccine_code,UNIQUE,16384,0,"DUPLICATE column set: vaccine_master_hospital_id_vaccine_code_key, uq_vaccine_master_code"
vaccine_master,Vaccination,vaccine_master_pkey,id,PK,16384,0,none
vaccine_stock,Vaccination,idx_vaccine_stock_expiry,expiry_date,INDEX,8192,0,ZERO scans since stats reset
vaccine_stock,Vaccination,idx_vaccine_stock_hospital,hospital_id vaccine_id,INDEX,8192,108,none
vaccine_stock,Vaccination,vaccine_stock_pkey,id,PK,8192,0,none
vendor_quotations,Procurement,idx_quotations_rfq,rfq_id,INDEX,8192,0,ZERO scans since stats reset
vendor_quotations,Procurement,vendor_quotations_pkey,id,PK,8192,0,none
vendor_rate_contracts,Procurement,idx_rate_contracts_lookup,hospital_id vendor_id item_id is_active,INDEX,8192,99,none
vendor_rate_contracts,Procurement,vendor_rate_contracts_pkey,id,PK,8192,0,none
vendors,Procurement,vendors_pkey,id,PK,8192,0,none
ventilator_params,ICU,idx_vent_params_admission,hospital_id admission_id recorded_at,INDEX,8192,103,none
ventilator_params,ICU,ventilator_params_pkey,id,PK,8192,0,none
vial_wastage,Other,vial_wastage_pkey,id,PK,8192,0,none
visitor_passes,OPD,idx_visitor_passes_hospital,hospital_id,INDEX,8192,0,ZERO scans since stats reset
visitor_passes,OPD,idx_visitor_passes_patient,patient_id,INDEX,8192,67,none
visitor_passes,OPD,visitor_passes_hospital_pass_number_key,hospital_id pass_number,UNIQUE,8192,111,none
visitor_passes,OPD,visitor_passes_pkey,id,PK,8192,0,none
ward_acuity_snapshots,IPD,ward_acuity_snapshots_hospital_id_ward_id_snapshot_at_idx,hospital_id ward_id snapshot_at,INDEX,8192,105,none
ward_acuity_snapshots,IPD,ward_acuity_snapshots_pkey,id,PK,8192,0,none
ward_round_notes,IPD,ward_round_notes_pkey,id,PK,16384,0,none
wards,IPD,wards_pkey,id,PK,16384,2397,none
webhook_dlq,Integration,idx_webhook_dlq_dispatch,status next_retry_at,INDEX,8192,0,ZERO scans since stats reset
webhook_dlq,Integration,webhook_dlq_pkey,id,PK,8192,0,none
whatsapp_bot_messages,Notifications,idx_wbm_session,session_id created_at,INDEX,8192,0,ZERO scans since stats reset
whatsapp_bot_messages,Notifications,whatsapp_bot_messages_pkey,id,PK,8192,0,none
whatsapp_bot_sessions,Notifications,idx_wbs_hospital_phone,hospital_id phone,INDEX,8192,100,none
whatsapp_bot_sessions,Notifications,idx_wbs_last_message,last_message_at,INDEX,8192,0,ZERO scans since stats reset
whatsapp_bot_sessions,Notifications,whatsapp_bot_sessions_pkey,id,PK,8192,0,none
whatsapp_connectors,Notifications,idx_whatsapp_connectors_hospital,hospital_id,INDEX,8192,335,none
whatsapp_connectors,Notifications,uq_whatsapp_hospital_provider,hospital_id provider,UNIQUE,8192,0,none
whatsapp_connectors,Notifications,whatsapp_connectors_pkey,id,PK,8192,0,none
whatsapp_notifications,Notifications,idx_whatsapp_notifications_pending,hospital_id sent_at,INDEX,16384,14901,none
whatsapp_notifications,Notifications,whatsapp_notifications_pkey,id,PK,16384,1,none
whatsapp_templates,Notifications,whatsapp_templates_pkey,id,PK,8192,0,none
wound_assessments,Nursing,idx_wound_assessments_admission,hospital_id admission_id assessed_at,INDEX,8192,226,none
wound_assessments,Nursing,wound_assessments_pkey,id,PK,8192,0,none
abdm_audit_log,ABDM,(MISSING),hospital_id,RECOMMENDED,,,FK abdm_audit_log_hospital_id_fkey -> hospitals has no supporting index
abdm_audit_log,ABDM,(MISSING),patient_id,RECOMMENDED,,,FK abdm_audit_log_patient_id_fkey -> patients has no supporting index
abdm_audit_log,ABDM,(MISSING),performed_by,RECOMMENDED,,,FK abdm_audit_log_performed_by_fkey -> users has no supporting index
abdm_care_contexts,ABDM,(MISSING),hospital_id,RECOMMENDED,,,FK abdm_care_contexts_hospital_id_fkey -> hospitals has no supporting index
abdm_care_contexts,ABDM,(MISSING),patient_id,RECOMMENDED,,,FK abdm_care_contexts_patient_id_fkey -> patients has no supporting index
abdm_consent_logs,ABDM,(MISSING),consent_given_by,RECOMMENDED,,,FK abdm_consent_logs_consent_given_by_fkey -> users has no supporting index
abdm_consents,ABDM,(MISSING),hospital_id,RECOMMENDED,,,FK abdm_consents_hospital_id_fkey -> hospitals has no supporting index
abdm_consents,ABDM,(MISSING),patient_id,RECOMMENDED,,,FK abdm_consents_patient_id_fkey -> patients has no supporting index
abdm_gateway_logs,ABDM,(MISSING),hospital_id,RECOMMENDED,,,FK abdm_gateway_logs_hospital_id_fkey -> hospitals has no supporting index
admin_audit_log,Other,(MISSING),admin_id,RECOMMENDED,,,FK admin_audit_log_admin_id_fkey -> aumrti_admins has no supporting index
admission_day_care_procedures,IPD,(MISSING),hospital_id,RECOMMENDED,,,FK admission_day_care_procedures_hospital_id_fkey -> hospitals has no supporting index
admission_day_care_procedures,IPD,(MISSING),procedure_id,RECOMMENDED,,,FK admission_day_care_procedures_procedure_id_fkey -> day_care_procedures has no supporting index
admission_estimates,IPD,(MISSING),created_by,RECOMMENDED,,,FK admission_estimates_created_by_fkey -> users has no supporting index
admission_estimates,IPD,(MISSING),package_id,RECOMMENDED,,,FK admission_estimates_package_id_fkey -> health_packages has no supporting index
admission_estimates,IPD,(MISSING),patient_id,RECOMMENDED,,,FK admission_estimates_patient_id_fkey -> patients has no supporting index
admissions,IPD,(MISSING),bed_id,RECOMMENDED,,,FK admissions_bed_id_fkey -> beds has no supporting index
admissions,IPD,(MISSING),cancelled_by,RECOMMENDED,,,FK admissions_cancelled_by_fkey -> users has no supporting index
admissions,IPD,(MISSING),consultant_doctor_id,RECOMMENDED,,,FK admissions_consultant_doctor_id_fkey -> users has no supporting index
admissions,IPD,(MISSING),day_care_procedure_id,RECOMMENDED,,,FK admissions_day_care_procedure_id_fkey -> day_care_procedures has no supporting index
admissions,IPD,(MISSING),department_id,RECOMMENDED,,,FK admissions_department_id_fkey -> departments has no supporting index
admissions,IPD,(MISSING),discharge_signed_by,RECOMMENDED,,,FK admissions_discharge_signed_by_fkey -> users has no supporting index
admissions,IPD,(MISSING),discharge_unsigned_by,RECOMMENDED,,,FK admissions_discharge_unsigned_by_fkey -> users has no supporting index
admissions,IPD,(MISSING),financial_clearance_by,RECOMMENDED,,,FK admissions_financial_clearance_by_fkey -> users has no supporting index
admissions,IPD,(MISSING),financial_override_by,RECOMMENDED,,,FK admissions_financial_override_by_fkey -> users has no supporting index
admissions,IPD,(MISSING),late_discharge_by,RECOMMENDED,,,FK admissions_late_discharge_by_fkey -> users has no supporting index
admissions,IPD,(MISSING),package_id,RECOMMENDED,,,FK admissions_package_id_fkey -> hospital_packages has no supporting index
admissions,IPD,(MISSING),payer_id,RECOMMENDED,,,FK admissions_payer_id_fkey -> payer_masters has no supporting index
admissions,IPD,(MISSING),ward_id,RECOMMENDED,,,FK admissions_ward_id_fkey -> wards has no supporting index
adult_immunization_schedule,Other,(MISSING),given_by,RECOMMENDED,,,FK adult_immunization_schedule_given_by_fkey -> users has no supporting index
adult_immunization_schedule,Other,(MISSING),patient_id,RECOMMENDED,,,FK adult_immunization_schedule_patient_id_fkey -> patients has no supporting index
advance_receipts,Other,(MISSING),adjusted_in_bill_id,RECOMMENDED,,,FK advance_receipts_adjusted_in_bill_id_fkey -> bills has no supporting index
advance_receipts,Other,(MISSING),patient_id,RECOMMENDED,,,FK advance_receipts_patient_id_fkey -> patients has no supporting index
advance_receipts,Other,(MISSING),received_by,RECOMMENDED,,,FK advance_receipts_received_by_fkey -> users has no supporting index
ai_feature_classes,AI,(MISSING),updated_by,RECOMMENDED,,,FK ai_feature_classes_updated_by_fkey -> users has no supporting index
ai_feature_logs,AI,(MISSING),patient_id,RECOMMENDED,,,FK ai_feature_logs_patient_id_fkey -> patients has no supporting index
ai_suggestions_audit,AI,(MISSING),user_id,RECOMMENDED,,,FK ai_suggestions_audit_user_id_fkey -> users has no supporting index
alert_escalation_log,Other,(MISSING),rule_id,RECOMMENDED,,,FK alert_escalation_log_rule_id_fkey -> alert_escalation_rules has no supporting index
ambulance_dispatches,Emergency,(MISSING),bill_id,RECOMMENDED,,,FK ambulance_dispatches_bill_id_fkey -> bills has no supporting index
ambulance_dispatches,Emergency,(MISSING),patient_id,RECOMMENDED,,,FK ambulance_dispatches_patient_id_fkey -> patients has no supporting index
ambulance_dispatches,Emergency,(MISSING),vehicle_id,RECOMMENDED,,,FK ambulance_dispatches_vehicle_id_fkey -> ambulance_vehicles has no supporting index
ambulance_equipment_checks,Emergency,(MISSING),checked_by,RECOMMENDED,,,FK ambulance_equipment_checks_checked_by_fkey -> users has no supporting index
ambulance_equipment_checks,Emergency,(MISSING),vehicle_id,RECOMMENDED,,,FK ambulance_equipment_checks_vehicle_id_fkey -> ambulance_vehicles has no supporting index
ambulance_transit_treatment,Emergency,(MISSING),dispatch_id,RECOMMENDED,,,FK ambulance_transit_treatment_dispatch_id_fkey -> ambulance_dispatches has no supporting index
ambulance_transit_treatment,Emergency,(MISSING),recorded_by,RECOMMENDED,,,FK ambulance_transit_treatment_recorded_by_fkey -> users has no supporting index
ambulance_vehicles,Emergency,(MISSING),hospital_id,RECOMMENDED,,,FK ambulance_vehicles_hospital_id_fkey -> hospitals has no supporting index
amc_contracts,Other,(MISSING),equipment_id,RECOMMENDED,,,FK amc_contracts_equipment_id_fkey -> equipment_master has no supporting index
anaesthesia_records,Other,(MISSING),hospital_id,RECOMMENDED,,,FK anaesthesia_records_hospital_id_fkey -> hospitals has no supporting index
anaesthesia_records,Other,(MISSING),ot_id,RECOMMENDED,,,FK anaesthesia_records_ot_id_fkey -> ot_schedules has no supporting index
anaesthesia_records,Other,(MISSING),patient_id,RECOMMENDED,,,FK anaesthesia_records_patient_id_fkey -> patients has no supporting index
andrology_reports,IVF/ART,(MISSING),couple_id,RECOMMENDED,,,FK andrology_reports_couple_id_fkey -> art_couples has no supporting index
andrology_reports,IVF/ART,(MISSING),reported_by,RECOMMENDED,,,FK andrology_reports_reported_by_fkey -> users has no supporting index
antibiotic_justifications,Other,(MISSING),approved_by,RECOMMENDED,,,FK antibiotic_justifications_approved_by_fkey -> users has no supporting index
antibiotic_justifications,Other,(MISSING),patient_id,RECOMMENDED,,,FK antibiotic_justifications_patient_id_fkey -> patients has no supporting index
antibiotic_justifications,Other,(MISSING),prescribed_by,RECOMMENDED,,,FK antibiotic_justifications_prescribed_by_fkey -> users has no supporting index
api_keys,Integration,(MISSING),created_by,RECOMMENDED,,,FK api_keys_created_by_fkey -> users has no supporting index
api_keys,Integration,(MISSING),hospital_id,RECOMMENDED,,,FK api_keys_hospital_id_fkey -> hospitals has no supporting index
appointments,OPD,(MISSING),booked_by,RECOMMENDED,,,FK appointments_booked_by_fkey -> users has no supporting index
appointments,OPD,(MISSING),department_id,RECOMMENDED,,,FK appointments_department_id_fkey -> departments has no supporting index
appointments,OPD,(MISSING),referral_doctor_id,RECOMMENDED,,,FK appointments_referral_doctor_id_fkey -> referral_doctors has no supporting index
appointments,OPD,(MISSING),slot_id,RECOMMENDED,,,FK appointments_slot_id_fkey -> doctor_slots has no supporting index
art_couples,IVF/ART,(MISSING),male_patient_id,RECOMMENDED,,,FK art_couples_male_patient_id_fkey -> patients has no supporting index
art_couples,IVF/ART,(MISSING),treating_doctor,RECOMMENDED,,,FK art_couples_treating_doctor_fkey -> users has no supporting index
attendance_regularization_requests,HR,(MISSING),reviewed_by,RECOMMENDED,,,FK attendance_regularization_requests_reviewed_by_fkey -> users has no supporting index
attendance_regularization_requests,HR,(MISSING),user_id,RECOMMENDED,,,FK attendance_regularization_requests_user_id_fkey -> users has no supporting index
audit_records,Audit/Compliance,(MISSING),created_by,RECOMMENDED,,,FK audit_records_created_by_fkey -> users has no supporting index
audit_records,Audit/Compliance,(MISSING),hospital_id,RECOMMENDED,,,FK audit_records_hospital_id_fkey -> hospitals has no supporting index
auto_posting_rules,Other,(MISSING),credit_account_id,RECOMMENDED,,,FK auto_posting_rules_credit_account_id_fkey -> chart_of_accounts has no supporting index
auto_posting_rules,Other,(MISSING),debit_account_id,RECOMMENDED,,,FK auto_posting_rules_debit_account_id_fkey -> chart_of_accounts has no supporting index
ayush_encounters,Other,(MISSING),practitioner_id,RECOMMENDED,,,FK ayush_encounters_practitioner_id_fkey -> users has no supporting index
bank_accounts,Other,(MISSING),coa_account_id,RECOMMENDED,,,FK bank_accounts_coa_account_id_fkey -> chart_of_accounts has no supporting index
bank_accounts,Other,(MISSING),hospital_id,RECOMMENDED,,,FK bank_accounts_hospital_id_fkey -> hospitals has no supporting index
bank_transactions,Other,(MISSING),bank_account_id,RECOMMENDED,,,FK bank_transactions_bank_account_id_fkey -> bank_accounts has no supporting index
bank_transactions,Other,(MISSING),hospital_id,RECOMMENDED,,,FK bank_transactions_hospital_id_fkey -> hospitals has no supporting index
bank_transactions,Other,(MISSING),reconciled_with,RECOMMENDED,,,FK bank_transactions_reconciled_with_fkey -> journal_line_items has no supporting index
bed_demand_forecasts,IPD,(MISSING),ward_id,RECOMMENDED,,,FK bed_demand_forecasts_ward_id_fkey -> wards has no supporting index
bed_reservations,IPD,(MISSING),admission_id,RECOMMENDED,,,FK bed_reservations_admission_id_fkey -> admissions has no supporting index
bed_reservations,IPD,(MISSING),doctor_id,RECOMMENDED,,,FK bed_reservations_doctor_id_fkey -> users has no supporting index
bed_reservations,IPD,(MISSING),patient_id,RECOMMENDED,,,FK bed_reservations_patient_id_fkey -> patients has no supporting index
bed_reservations,IPD,(MISSING),reserved_by,RECOMMENDED,,,FK bed_reservations_reserved_by_fkey -> users has no supporting index
