table,domain,index,columns,kind,size_bytes,scans,flags
hospital_signup_consents,Tenant,hospital_signup_consents_pkey,id,PK,16384,0,none
hospital_subscriptions,Tenant,hospital_subscriptions_hospital_id_key,hospital_id,UNIQUE,16384,2,"DUPLICATE column set: idx_hospital_subscriptions_hospital_id, hospital_subscriptions_hospital_id_key"
hospital_subscriptions,Tenant,hospital_subscriptions_pkey,id,PK,16384,1,none
hospital_subscriptions,Tenant,idx_hospital_subscriptions_hospital_id,hospital_id,INDEX,16384,54581,"DUPLICATE column set: idx_hospital_subscriptions_hospital_id, hospital_subscriptions_hospital_id_key"
hospital_subscriptions,Tenant,idx_hospital_subscriptions_plan_id,plan_id,INDEX,16384,0,ZERO scans since stats reset
hospital_subscriptions,Tenant,idx_hospital_subscriptions_status,status,INDEX,16384,16,none
hospitals,Tenant,hospitals_pkey,id,PK,16384,36962,none
hospitals,Tenant,hospitals_subdomain_key,subdomain,UNIQUE,16384,0,none
hospitals,Tenant,idx_hospitals_deleted_at,deleted_at,INDEX,16384,0,ZERO scans since stats reset
hospitals,Tenant,idx_hospitals_group_tag,group_tag,INDEX,8192,0,ZERO scans since stats reset
housekeeping_tasks,Housekeeping,housekeeping_tasks_pkey,id,PK,16384,0,none
housekeeping_tasks,Housekeeping,idx_hk_tasks_assigned,assigned_to,INDEX,16384,1,none
housekeeping_tasks,Housekeeping,idx_hk_tasks_hospital_status,hospital_id status,INDEX,16384,107,none
housekeeping_tasks,Housekeeping,idx_hk_tasks_ward,ward_id,INDEX,16384,0,ZERO scans since stats reset
icd10_code_sets,Other,icd10_code_sets_pkey,id,PK,8192,0,none
icd10_codes,Other,icd10_codes_pkey,id,PK,32768,0,none
icd10_codes,Other,idx_icd10_code,code,INDEX,16384,0,ZERO scans since stats reset
icd10_codes,Other,idx_icd10_common,common_india use_count,INDEX,16384,0,ZERO scans since stats reset
icd10_codes,Other,idx_icd10_fts,NULL,INDEX,90112,0,ZERO scans since stats reset
icd_codings,Other,icd_codings_pkey,id,PK,16384,25,none
icd_codings,Other,idx_icd_codings_visit,hospital_id visit_type visit_id,UNIQUE,16384,81,none
icu_daily_goals,ICU,icu_daily_goals_hospital_id_admission_id_goal_date_key,hospital_id admission_id goal_date,UNIQUE,8192,0,"DUPLICATE column set: idx_icu_daily_goals_admission, icu_daily_goals_hospital_id_admission_id_goal_date_key"
icu_daily_goals,ICU,icu_daily_goals_pkey,id,PK,8192,0,none
icu_daily_goals,ICU,idx_icu_daily_goals_admission,hospital_id admission_id goal_date,INDEX,8192,103,"DUPLICATE column set: idx_icu_daily_goals_admission, icu_daily_goals_hospital_id_admission_id_goal_date_key"
icu_flowsheet_entries,ICU,icu_flowsheet_entries_pkey,id,PK,8192,0,none
icu_flowsheet_entries,ICU,idx_icu_flowsheet_admission,hospital_id admission_id recorded_at,INDEX,8192,103,none
idsp_alerts,Public Health,idsp_alerts_pkey,id,PK,8192,0,none
idsp_alerts,Public Health,idx_idsp_alerts_hospital,hospital_id,INDEX,8192,0,ZERO scans since stats reset
idsp_alerts,Public Health,idx_idsp_alerts_week,hospital_id year week_number,INDEX,8192,107,none
idsp_submissions,Public Health,idsp_submissions_pkey,id,PK,8192,0,none
idsp_submissions,Public Health,idx_idsp_submissions_hospital,hospital_id submitted_at,INDEX,8192,109,none
inbox_messages,Other,inbox_messages_pkey,id,PK,16384,4,none
incident_reports,Quality/NABH,incident_reports_hospital_incident_number_key,hospital_id incident_number,UNIQUE,16384,335,none
incident_reports,Quality/NABH,incident_reports_pkey,id,PK,16384,1,none
indent_items,Procurement,indent_items_pkey,id,PK,8192,0,none
instrument_sets,OT,instrument_sets_hospital_set_code_key,hospital_id set_code,UNIQUE,8192,109,none
instrument_sets,OT,instrument_sets_pkey,id,PK,8192,0,none
instruments,OT,instruments_hospital_barcode_key,hospital_id barcode,UNIQUE,8192,109,none
instruments,OT,instruments_pkey,id,PK,8192,0,none
insurance_automation_config,Insurance,insurance_automation_config_hospital_id_key,hospital_id,UNIQUE,8192,108,none
insurance_automation_config,Insurance,insurance_automation_config_pkey,id,PK,8192,0,none
insurance_automation_log,Insurance,idx_ins_auto_log_admission,hospital_id admission_id created_at,INDEX,8192,0,ZERO scans since stats reset
insurance_automation_log,Insurance,idx_ins_auto_log_claim,claim_id,INDEX,8192,0,ZERO scans since stats reset
insurance_automation_log,Insurance,idx_ins_auto_log_event,hospital_id event_type created_at,INDEX,8192,123,none
insurance_automation_log,Insurance,insurance_automation_log_pkey,id,PK,8192,0,none
insurance_claims,Insurance,idx_ic_created_at,created_at,INDEX,16384,0,ZERO scans since stats reset
insurance_claims,Insurance,idx_ic_hospital_status,hospital_id status,INDEX,16384,0,"ZERO scans since stats reset; DUPLICATE column set: idx_insurance_claims_hospital_status, idx_ic_hospital_status"
insurance_claims,Insurance,idx_ic_reconciled,hospital_id reconciled,INDEX,16384,0,ZERO scans since stats reset
insurance_claims,Insurance,idx_ic_submission_mode,hospital_id submission_mode,INDEX,16384,0,ZERO scans since stats reset
insurance_claims,Insurance,idx_insurance_claims_admission,admission_id,INDEX,8192,0,ZERO scans since stats reset
insurance_claims,Insurance,idx_insurance_claims_deadline,hospital_id submission_deadline,INDEX,8192,0,ZERO scans since stats reset
insurance_claims,Insurance,idx_insurance_claims_hospital_status,hospital_id status,INDEX,16384,0,"ZERO scans since stats reset; DUPLICATE column set: idx_insurance_claims_hospital_status, idx_ic_hospital_status"
insurance_claims,Insurance,idx_insurance_claims_payer,hospital_id payer_type status,INDEX,16384,191,none
insurance_claims,Insurance,idx_insurance_claims_tpa,hospital_id tpa_name status,INDEX,16384,0,ZERO scans since stats reset
insurance_claims,Insurance,insurance_claims_pkey,id,PK,16384,0,none
insurance_enhancement_requests,Insurance,idx_enhancement_requests_admission,hospital_id admission_id status,INDEX,8192,97,none
insurance_enhancement_requests,Insurance,idx_enhancement_requests_pending,hospital_id status created_at,INDEX,8192,16,none
insurance_enhancement_requests,Insurance,insurance_enhancement_requests_pkey,id,PK,8192,0,none
insurance_intimations,Insurance,idx_intimations_pending_deadline,hospital_id intimation_deadline status,INDEX,16384,0,ZERO scans since stats reset
insurance_intimations,Insurance,insurance_intimations_pkey,id,PK,16384,2,none
insurance_intimations,Insurance,uq_intimation_per_admission,hospital_id admission_id,UNIQUE,16384,1,none
insurance_payment_reconciliation,Insurance,idx_ipr_claim_id,claim_id,INDEX,8192,0,ZERO scans since stats reset
insurance_payment_reconciliation,Insurance,idx_ipr_created_at,created_at,INDEX,8192,0,ZERO scans since stats reset
insurance_payment_reconciliation,Insurance,idx_ipr_hospital_id,hospital_id,INDEX,8192,0,ZERO scans since stats reset
insurance_payment_reconciliation,Insurance,idx_ipr_payment_date,payment_date,INDEX,8192,0,ZERO scans since stats reset
insurance_payment_reconciliation,Insurance,idx_ipr_reconciled,hospital_id reconciled,INDEX,8192,103,none
insurance_payment_reconciliation,Insurance,insurance_payment_reconciliation_pkey,id,PK,8192,0,none
insurance_pre_auth,Insurance,idx_insurance_pre_auth_copayment,hospital_id copayment_collected,INDEX,8192,0,ZERO scans since stats reset
insurance_pre_auth,Insurance,idx_ipa_created_at,created_at,INDEX,16384,0,ZERO scans since stats reset
insurance_pre_auth,Insurance,idx_ipa_hospital_status,hospital_id status,INDEX,16384,19,none
insurance_pre_auth,Insurance,idx_ipa_sla_deadline,sla_deadline,INDEX,16384,0,ZERO scans since stats reset
insurance_pre_auth,Insurance,idx_ipa_submission_mode,hospital_id submission_mode,INDEX,16384,204,none
insurance_pre_auth,Insurance,insurance_pre_auth_pkey,id,PK,16384,0,none
insurance_sla_log,Insurance,idx_isla_breached_at,breached_at,INDEX,8192,0,ZERO scans since stats reset
insurance_sla_log,Insurance,idx_isla_created_at,created_at,INDEX,8192,0,ZERO scans since stats reset
insurance_sla_log,Insurance,idx_isla_hospital_id,hospital_id,INDEX,8192,103,none
insurance_sla_log,Insurance,idx_isla_reference,reference_type reference_id,INDEX,8192,0,ZERO scans since stats reset
insurance_sla_log,Insurance,idx_isla_sla_deadline,sla_deadline,INDEX,8192,0,ZERO scans since stats reset
insurance_sla_log,Insurance,insurance_sla_log_pkey,id,PK,8192,0,none
inventory_anomalies,Inventory,idx_inventory_anomalies_hospital,hospital_id status,INDEX,8192,99,none
inventory_anomalies,Inventory,inventory_anomalies_pkey,id,PK,8192,0,none
inventory_items,Inventory,idx_inventory_items_barcode,hospital_id barcode,INDEX,8192,117,none
inventory_items,Inventory,inventory_items_pkey,id,PK,8192,0,none
inventory_stock,Inventory,idx_inventory_stock_expiry,hospital_id expiry_date,INDEX,8192,0,ZERO scans since stats reset
inventory_stock,Inventory,idx_inventory_stock_item,item_id quantity_available,INDEX,8192,0,ZERO scans since stats reset
inventory_stock,Inventory,inventory_stock_hospital_id_item_id_batch_number_key,hospital_id item_id batch_number,UNIQUE,8192,125,none
inventory_stock,Inventory,inventory_stock_pkey,id,PK,8192,0,none
io_balance_records,Other,idx_io_balance_admission,hospital_id admission_id recorded_at,INDEX,8192,103,none
io_balance_records,Other,io_balance_records_pkey,id,PK,8192,0,none
ipc_bundle_checklists,Other,idx_ipc_bundle_admission,admission_id device_type checklist_date,INDEX,8192,1,none
ipc_bundle_checklists,Other,idx_ipc_bundle_hospital,hospital_id checklist_date,INDEX,8192,308,none
ipc_bundle_checklists,Other,ipc_bundle_checklists_pkey,id,PK,8192,0,none
ipc_device_usage,Other,idx_ipc_device_active,hospital_id device_type,INDEX,8192,1,none
ipc_device_usage,Other,idx_ipc_device_admission,admission_id device_type,INDEX,8192,0,ZERO scans since stats reset
ipc_device_usage,Other,idx_ipc_device_hospital,hospital_id device_inserted_at,INDEX,8192,308,none
ipc_device_usage,Other,ipc_device_usage_pkey,id,PK,8192,0,none
ipc_infection_events,Other,idx_ipc_infection_hospital,hospital_id onset_date,INDEX,8192,25,none
ipc_infection_events,Other,idx_ipc_infection_type,hospital_id infection_type onset_date,INDEX,8192,650,none
ipc_infection_events,Other,ipc_infection_events_pkey,id,PK,8192,0,none
ipd_advances,IPD,idx_ipd_advances_admission,admission_id hospital_id,INDEX,16384,202,none
ipd_advances,IPD,ipd_advances_pkey,id,PK,16384,0,none
ipd_medications,IPD,idx_ipd_medications_admission,admission_id is_active,INDEX,16384,119,none
ipd_medications,IPD,idx_ipd_medications_hospital,hospital_id created_at,INDEX,16384,130,none
ipd_medications,IPD,ipd_medications_pkey,id,PK,16384,0,none
ipd_nursing_notes,IPD,idx_inn_admission,admission_id recorded_at,INDEX,16384,12,none
ipd_nursing_notes,IPD,idx_inn_hospital,hospital_id,INDEX,16384,107,none
ipd_nursing_notes,IPD,ipd_nursing_notes_pkey,id,PK,16384,0,none
ipd_vitals,IPD,idx_ipd_vitals_admission_time,admission_id recorded_at,INDEX,16384,58,none
ipd_vitals,IPD,ipd_vitals_pkey,id,PK,16384,0,none
item_consumption_daily,Inventory,item_consumption_daily_pkey,hospital_id item_id consumption_date,PK,8192,99,none
iv_fluids,Other,idx_iv_fluids_admission,admission_id status,INDEX,8192,0,ZERO scans since stats reset
iv_fluids,Other,idx_iv_fluids_hospital,hospital_id status,INDEX,8192,109,none
iv_fluids,Other,iv_fluids_pkey,id,PK,8192,0,none
ivf_cycles,IVF/ART,idx_ivf_cycles_couple,couple_id,INDEX,16384,0,ZERO scans since stats reset
ivf_cycles,IVF/ART,idx_ivf_cycles_hospital,hospital_id,INDEX,16384,157,none
ivf_cycles,IVF/ART,ivf_cycles_pkey,id,PK,16384,9,none
jci_evidence_items,Other,idx_jci_evidence_hospital,hospital_id chapter status,INDEX,8192,101,none
jci_evidence_items,Other,jci_evidence_items_hospital_id_standard_code_key,hospital_id standard_code,UNIQUE,8192,0,none
jci_evidence_items,Other,jci_evidence_items_pkey,id,PK,8192,0,none
job_applicants,Other,job_applicants_hospital_idx,hospital_id,INDEX,8192,100,none
job_applicants,Other,job_applicants_opening_idx,job_opening_id,INDEX,8192,0,ZERO scans since stats reset
job_applicants,Other,job_applicants_pkey,id,PK,8192,0,none
job_openings,Other,job_openings_pkey,id,PK,8192,0,none
journal_entries,Billing,idx_journal_entries_reversal_of,reversal_of,INDEX,16384,0,ZERO scans since stats reset
journal_entries,Billing,journal_entries_hospital_entry_number_key,hospital_id entry_number,UNIQUE,90112,225,none
journal_entries,Billing,journal_entries_pkey,id,PK,57344,1494,none
journal_line_items,Billing,journal_line_items_pkey,id,PK,90112,0,none
lab_analyzer_messages,Laboratory,lab_analyzer_messages_pkey,id,PK,16384,0,none
lab_analyzer_messages,Laboratory,lab_analyzer_msg_accession_idx,accession_number,INDEX,16384,0,ZERO scans since stats reset
lab_analyzer_messages,Laboratory,lab_analyzer_msg_device_idx,device_id,INDEX,16384,0,ZERO scans since stats reset
lab_analyzer_messages,Laboratory,lab_analyzer_msg_hospital_idx,hospital_id,INDEX,16384,106,none
lab_analyzer_messages,Laboratory,lab_analyzer_msg_received_idx,received_at,INDEX,16384,0,ZERO scans since stats reset
lab_analyzer_messages,Laboratory,lab_analyzer_msg_status_idx,status,INDEX,16384,0,ZERO scans since stats reset
lab_analyzer_test_mappings,Laboratory,lab_analyzer_test_mappings_device_id_analyzer_code_key,device_id analyzer_code,UNIQUE,16384,0,none
lab_analyzer_test_mappings,Laboratory,lab_analyzer_test_mappings_pkey,id,PK,16384,0,none
lab_analyzer_test_mappings,Laboratory,lab_test_mappings_device_idx,device_id,INDEX,16384,0,ZERO scans since stats reset
lab_calibration_records,Laboratory,idx_lab_calibration_hospital,hospital_id next_calibration_date,INDEX,8192,109,none
lab_calibration_records,Laboratory,lab_calibration_records_pkey,id,PK,8192,0,none
lab_device_connectors,Laboratory,idx_lab_device_connectors_hospital,hospital_id,INDEX,16384,1088,none
lab_device_connectors,Laboratory,lab_device_connectors_pkey,id,PK,16384,0,none
lab_dual_validation_config,Laboratory,idx_lab_dual_val_hospital,hospital_id,INDEX,8192,107,none
lab_dual_validation_config,Laboratory,lab_dual_validation_config_hospital_id_test_category_key,hospital_id test_category,UNIQUE,8192,10,none
lab_dual_validation_config,Laboratory,lab_dual_validation_config_pkey,id,PK,8192,0,none
lab_order_items,Laboratory,idx_lab_order_items_hospital_status,hospital_id status,INDEX,16384,0,"ZERO scans since stats reset; DUPLICATE column set: idx_lab_order_items_hospital_status, idx_lab_order_items_status"
lab_order_items,Laboratory,idx_lab_order_items_order,lab_order_id,INDEX,16384,136,none
lab_order_items,Laboratory,idx_lab_order_items_status,hospital_id status,INDEX,16384,476,"DUPLICATE column set: idx_lab_order_items_hospital_status, idx_lab_order_items_status"
lab_order_items,Laboratory,lab_order_items_pkey,id,PK,16384,45,none
lab_orders,Laboratory,idx_lab_orders_accession,hospital_id accession_number,UNIQUE,16384,0,none
lab_orders,Laboratory,idx_lab_orders_admission_billed,admission_id billed,INDEX,16384,11,none
lab_orders,Laboratory,idx_lab_orders_barcode,barcode,INDEX,8192,0,ZERO scans since stats reset
lab_orders,Laboratory,idx_lab_orders_billing_status,hospital_id billing_status order_date,INDEX,16384,0,ZERO scans since stats reset
lab_orders,Laboratory,idx_lab_orders_hospital_date,hospital_id order_date,INDEX,16384,6,none
lab_orders,Laboratory,idx_lab_orders_patient,patient_id order_date,INDEX,16384,4,none
lab_orders,Laboratory,idx_lab_orders_status,hospital_id status,INDEX,16384,0,ZERO scans since stats reset
lab_orders,Laboratory,idx_lab_orders_status_billing,hospital_id status billing_status,INDEX,16384,248,none
lab_orders,Laboratory,idx_lab_orders_validated_by,validated_by,INDEX,16384,0,ZERO scans since stats reset
lab_orders,Laboratory,lab_orders_pkey,id,PK,16384,38,none
lab_qc_entries,Laboratory,idx_lab_qc_entries_hospital_test,hospital_id test_name analyzer,INDEX,8192,183,none
lab_qc_entries,Laboratory,lab_qc_entries_pkey,id,PK,8192,0,none
lab_results,Laboratory,idx_lab_results_order_item,order_item_id,INDEX,8192,72,none
lab_results,Laboratory,lab_results_pkey,id,PK,8192,0,none
lab_samples,Laboratory,idx_lab_samples_hospital_status,hospital_id status,INDEX,16384,0,ZERO scans since stats reset
lab_samples,Laboratory,lab_samples_hospital_barcode_key,hospital_id barcode,UNIQUE,16384,4,none
lab_samples,Laboratory,lab_samples_pkey,id,PK,16384,0,none
lab_test_group_items,Laboratory,idx_lab_test_group_items_group,group_id,INDEX,16384,406,none
lab_test_group_items,Laboratory,lab_test_group_items_group_id_test_id_key,group_id test_id,UNIQUE,16384,45,none
lab_test_group_items,Laboratory,lab_test_group_items_pkey,id,PK,16384,0,none
lab_test_groups,Laboratory,idx_lab_test_groups_hospital,hospital_id,INDEX,16384,586,none
lab_test_groups,Laboratory,lab_test_groups_pkey,id,PK,16384,3,none
lab_test_master,Laboratory,lab_test_master_hospital_id_test_name_key,hospital_id test_name,UNIQUE,57344,942,none
lab_test_master,Laboratory,lab_test_master_pkey,id,PK,40960,1173,none
leakage_reports,Other,idx_leakage_reports_hospital_date,hospital_id report_date,INDEX,16384,102,"DUPLICATE column set: idx_leakage_reports_hospital_date, leakage_reports_unique"
leakage_reports,Other,leakage_reports_pkey,id,PK,16384,0,none
leakage_reports,Other,leakage_reports_unique,hospital_id report_date,UNIQUE,16384,14,"DUPLICATE column set: idx_leakage_reports_hospital_date, leakage_reports_unique"
leave_balance,HR,leave_balance_hospital_id_user_id_year_key,hospital_id user_id year,UNIQUE,8192,206,none
leave_balance,HR,leave_balance_pkey,id,PK,8192,0,none
leave_requests,HR,leave_requests_pkey,id,PK,16384,0,none
lifecycle_nudge_actions,Other,idx_lifecycle_nudge_hospital,hospital_id nudge_type triggered_at,INDEX,8192,98,none
lifecycle_nudge_actions,Other,lifecycle_nudge_actions_pkey,id,PK,8192,0,none
linen_records,Housekeeping,idx_linen_hospital_date,hospital_id record_date,INDEX,8192,107,none
linen_records,Housekeeping,linen_records_pkey,id,PK,8192,0,none
lms_certificates,LMS,idx_lms_certificates_hospital,hospital_id,INDEX,8192,0,ZERO scans since stats reset
lms_certificates,LMS,idx_lms_certificates_user,user_id,INDEX,8192,1,none
lms_certificates,LMS,lms_certificates_hospital_certificate_number_key,hospital_id certificate_number,UNIQUE,8192,107,none
lms_certificates,LMS,lms_certificates_pkey,id,PK,8192,0,none
lms_courses,LMS,idx_lms_courses_hospital,hospital_id,INDEX,16384,0,ZERO scans since stats reset
lms_courses,LMS,lms_courses_hospital_course_code_key,hospital_id course_code,UNIQUE,8192,107,none
lms_courses,LMS,lms_courses_pkey,id,PK,16384,0,none
lms_enrollments,LMS,idx_lms_enrollments_hospital,hospital_id,INDEX,8192,107,none
lms_enrollments,LMS,idx_lms_enrollments_status,status,INDEX,8192,0,ZERO scans since stats reset
lms_enrollments,LMS,idx_lms_enrollments_user,user_id,INDEX,8192,1,none
lms_enrollments,LMS,lms_enrollments_hospital_id_user_id_course_id_key,hospital_id user_id course_id,UNIQUE,8192,0,none
lms_enrollments,LMS,lms_enrollments_pkey,id,PK,8192,0,none
lms_quiz_attempts,LMS,idx_lms_quiz_attempts_enrollment,enrollment_id,INDEX,8192,0,ZERO scans since stats reset
lms_quiz_attempts,LMS,lms_quiz_attempts_pkey,id,PK,8192,0,none
lms_quiz_questions,LMS,idx_lms_quiz_questions_course,course_id,INDEX,8192,0,ZERO scans since stats reset
lms_quiz_questions,LMS,lms_quiz_questions_pkey,id,PK,8192,0,none
mar_double_checks,Other,mar_double_checks_hospital_id_mar_id_idx,hospital_id mar_id,INDEX,8192,105,none
mar_double_checks,Other,mar_double_checks_pkey,id,PK,8192,0,none
mar_records,Other,idx_mar_records_admission,admission_id,INDEX,16384,0,ZERO scans since stats reset
mar_records,Other,idx_mar_records_hospital,hospital_id,INDEX,16384,230,none
mar_records,Other,mar_records_pkey,id,PK,16384,0,none
marketing_campaigns,Other,idx_marketing_campaigns_hospital,hospital_id,INDEX,8192,108,none
marketing_campaigns,Other,marketing_campaigns_pkey,id,PK,8192,0,none
mccd_certificates,Other,idx_mccd_hospital,hospital_id,INDEX,8192,0,ZERO scans since stats reset
mccd_certificates,Other,idx_mccd_mortuary,mortuary_id,INDEX,8192,0,ZERO scans since stats reset
mccd_certificates,Other,mccd_certificates_hospital_mccd_number_key,hospital_id mccd_number,UNIQUE,8192,233,none
mccd_certificates,Other,mccd_certificates_pkey,id,PK,8192,0,none
mci_events,Emergency,idx_mci_events_hospital,hospital_id status activated_at,INDEX,8192,102,none
mci_events,Emergency,mci_events_pkey,id,PK,8192,0,none
mci_triage_patients,Emergency,idx_mci_triage_event,hospital_id mci_event_id triage_tag,INDEX,8192,101,none
mci_triage_patients,Emergency,mci_triage_patients_pkey,id,PK,8192,0,none
meal_deliveries,Dietetics,idx_meal_deliveries_date,meal_date,INDEX,8192,0,ZERO scans since stats reset
meal_deliveries,Dietetics,idx_meal_deliveries_hospital,hospital_id,INDEX,8192,107,none
meal_deliveries,Dietetics,meal_deliveries_pkey,id,PK,8192,0,none
med_admin_records,Other,idx_med_admin_records_admission_id,admission_id,INDEX,8192,0,ZERO scans since stats reset
med_admin_records,Other,idx_med_admin_records_hospital_id,hospital_id,INDEX,8192,108,none
med_admin_records,Other,idx_med_admin_records_scheduled_time,scheduled_time,INDEX,8192,0,ZERO scans since stats reset
med_admin_records,Other,idx_med_admin_records_status,status,INDEX,8192,0,ZERO scans since stats reset
med_admin_records,Other,med_admin_records_pkey,id,PK,8192,0,none
med_reconciliation_events,Other,idx_reconciliation_admission,hospital_id admission_id,INDEX,8192,351,none
med_reconciliation_events,Other,med_reconciliation_events_admission_id_event_type_key,admission_id event_type,UNIQUE,8192,60,none
med_reconciliation_events,Other,med_reconciliation_events_pkey,id,PK,8192,0,none
medical_gas_logs,Other,medical_gas_logs_hospital_date,hospital_id log_date,INDEX,8192,101,none
medical_gas_logs,Other,medical_gas_logs_pkey,id,PK,8192,0,none
medical_records,Other,idx_medical_records_visit,hospital_id patient_id record_type visit_id,UNIQUE,16384,0,none
medical_records,Other,medical_records_hospital_barcode_key,hospital_id barcode,UNIQUE,16384,0,none
medical_records,Other,medical_records_pkey,id,PK,16384,0,none
medication_adherence,Other,idx_medication_adherence_patient,patient_id scheduled_date,INDEX,8192,0,ZERO scans since stats reset
medication_adherence,Other,medication_adherence_pkey,id,PK,8192,0,none
mental_health_encounters,Other,idx_mh_encounters_hospital,hospital_id encounter_date,INDEX,8192,104,none
mental_health_encounters,Other,idx_mh_encounters_patient,patient_id encounter_date,INDEX,8192,0,ZERO scans since stats reset
mental_health_encounters,Other,mental_health_encounters_pkey,id,PK,8192,0,none
metrics_registry,Reporting,idx_analytics_metrics_registry_key,metric_key,INDEX,16384,0,"ZERO scans since stats reset; DUPLICATE column set: metrics_registry_metric_key_key, idx_analytics_metrics_registry_key"
metrics_registry,Reporting,idx_analytics_metrics_registry_tab,tab_key,INDEX,16384,0,ZERO scans since stats reset
metrics_registry,Reporting,metrics_registry_metric_key_key,metric_key,UNIQUE,16384,6,"DUPLICATE column set: metrics_registry_metric_key_key, idx_analytics_metrics_registry_key"
metrics_registry,Reporting,metrics_registry_pkey,id,PK,16384,0,none
migration_jobs,Other,idx_migration_jobs_hospital,hospital_id,INDEX,16384,108,none
migration_jobs,Other,idx_migration_jobs_status,status,INDEX,16384,0,ZERO scans since stats reset
migration_jobs,Other,migration_jobs_pkey,id,PK,16384,0,none
migration_logs,Other,idx_migration_logs_hospital,hospital_id,INDEX,16384,107,none
migration_logs,Other,idx_migration_logs_job,job_id,INDEX,16384,0,ZERO scans since stats reset
migration_logs,Other,migration_logs_pkey,id,PK,57344,0,none
mlc_cases,Other,idx_mlc_cases_admission_id,admission_id,INDEX,8192,0,ZERO scans since stats reset
mlc_cases,Other,idx_mlc_cases_ed_visit_id,ed_visit_id,INDEX,8192,3,none
mlc_cases,Other,idx_mlc_cases_hospital_id,hospital_id,INDEX,8192,110,none
mlc_cases,Other,idx_mlc_cases_patient_id,patient_id,INDEX,8192,67,none
mlc_cases,Other,mlc_cases_pkey,id,PK,8192,0,none
mlc_records,Other,idx_mlc_hospital,hospital_id,INDEX,8192,0,ZERO scans since stats reset
mlc_records,Other,idx_mlc_patient,patient_id,INDEX,8192,67,none
mlc_records,Other,mlc_records_hospital_mlc_number_key,hospital_id mlc_number,UNIQUE,8192,108,none
mlc_records,Other,mlc_records_pkey,id,PK,8192,0,none
mortuary_admissions,Emergency,idx_mortuary_hospital,hospital_id,INDEX,16384,0,ZERO scans since stats reset
mortuary_admissions,Emergency,idx_mortuary_patient,patient_id,INDEX,16384,68,none
mortuary_admissions,Emergency,idx_mortuary_status,hospital_id status,INDEX,16384,0,ZERO scans since stats reset
mortuary_admissions,Emergency,mortuary_admissions_hospital_body_number_key,hospital_id body_number,UNIQUE,16384,108,none
mortuary_admissions,Emergency,mortuary_admissions_pkey,id,PK,16384,0,none
mrr_snapshots,Platform,idx_mrr_snapshots_month,snapshot_month,INDEX,8192,2,none
mrr_snapshots,Platform,mrr_snapshots_hospital_id_snapshot_month_key,hospital_id snapshot_month,UNIQUE,8192,98,none
mrr_snapshots,Platform,mrr_snapshots_pkey,id,PK,8192,0,none
nabh_chapter_names,Quality/NABH,nabh_chapter_names_pkey,chapter_code,PK,16384,80,none
nabh_criteria,Quality/NABH,nabh_criteria_pkey,id,PK,40960,0,none
nabh_criteria,Quality/NABH,uq_nabh_criteria_hospital_criterion,hospital_id criterion_number,UNIQUE,49152,1098,none
nabh_evidence_items,Quality/NABH,idx_nabh_evidence_compliance,nabh_compliance_id,INDEX,8192,80,none
nabh_evidence_items,Quality/NABH,idx_nabh_evidence_hospital,hospital_id,INDEX,8192,105,none
nabh_evidence_items,Quality/NABH,nabh_evidence_items_pkey,id,PK,8192,0,none
nabh_evidence_log,Quality/NABH,idx_nabh_evidence_log_criterion,hospital_id criterion_number logged_at,INDEX,73728,73,none
nabh_evidence_log,Quality/NABH,idx_nabh_evidence_log_hospital,hospital_id logged_at,INDEX,49152,24,none
nabh_evidence_log,Quality/NABH,nabh_evidence_log_pkey,id,PK,57344,0,none
nabh_hospital_compliance,Quality/NABH,idx_nabh_compliance_hospital,hospital_id nabh_standard_id,INDEX,57344,2032,"DUPLICATE column set: idx_nabh_compliance_hospital, nabh_hospital_compliance_hospital_id_nabh_standard_id_key"
nabh_hospital_compliance,Quality/NABH,nabh_hospital_compliance_hospital_id_nabh_standard_id_key,hospital_id nabh_standard_id,UNIQUE,57344,520,"DUPLICATE column set: idx_nabh_compliance_hospital, nabh_hospital_compliance_hospital_id_nabh_standard_id_key"
nabh_hospital_compliance,Quality/NABH,nabh_hospital_compliance_pkey,id,PK,40960,0,none
nabh_standards,Quality/NABH,idx_nabh_standards_chapter,chapter_code standard_code,INDEX,16384,0,ZERO scans since stats reset
nabh_standards,Quality/NABH,nabh_standards_pkey,id,PK,16384,36470,none
nabh_standards,Quality/NABH,nabh_standards_standard_code_objective_element_code_key,standard_code objective_element_code,UNIQUE,16384,1603,none
ndps_pending_dispenses,Pharmacy,idx_ndps_pending_hospital_status,hospital_id status,INDEX,8192,105,none
ndps_pending_dispenses,Pharmacy,ndps_pending_dispenses_pkey,id,PK,8192,0,none
ndps_register,Pharmacy,ndps_register_pkey,id,PK,8192,0,none
neonatal_records,Other,neonatal_records_pkey,id,PK,8192,0,none
no_show_predictions,Other,idx_no_show_predictions_appt,appointment_id,INDEX,40960,750,none
no_show_predictions,Other,idx_no_show_predictions_appt_ref,appointment_ref,INDEX,32768,0,ZERO scans since stats reset
no_show_predictions,Other,idx_no_show_predictions_patient,patient_id created_at,INDEX,122880,2222,none
no_show_predictions,Other,idx_no_show_predictions_token,token_id,INDEX,32768,753,none
no_show_predictions,Other,no_show_predictions_pkey,id,PK,90112,0,none
notification_log,Notifications,idx_notification_log_hospital,hospital_id created_at,INDEX,8192,1,none
